"","Is.Non.Annual.","FRP.Active","CRM.Segment","School.Type","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","School.Sponsor","SPR.New.Existing","DepartureMonth","SingleGradeTripFlag","FPP.to.School.enrollment","SchoolSizeIndicator","Retained.in.2012.","NPS.2011","NPS.2008"
"1043","0",7,"8","PUBLIC",11,12,2300,"1","EXISTING","May","0",344,"L","0",9.04,10
"1046","0",2,"4","PUBLIC",13,6,569.72,"1","EXISTING","May","1",900.443333333333,"","1",9.57,9.54
"1047","0",9,"4","PUBLIC",12,5,722,"1","EXISTING","May","1",407,"M-L","0",7.28,8
"1049","0",35,"5","Private non-Christian",8,8,442,"1","EXISTING","May","1",1503,"S-M","1",10,10
"1050","1",8,"10","PUBLIC",8,8,544,"0","EXISTING","May","0",571,"S-M","1",10,9
"1051","0",10,"10","PUBLIC",8,8,1127,"0","EXISTING","May","0",340,"L","1",10,10
"1052","0",29,"10","PUBLIC",8,8,742,"0","EXISTING","May","1",1070,"M-L","1",10,10
"1053","0",8,"10","PUBLIC",8,8,1278,"0","EXISTING","May","1",509,"L","1",10,10
"1055","0",15,"10","PUBLIC",8,8,1000,"0","EXISTING","May","1",703,"L","1",10,9
"1056","0",13,"10","PUBLIC",8,8,1974,"0","EXISTING","May","0",292,"L","1",9,9
"1057","0",4,"5","Catholic",13,8,400,"0","EXISTING","May","1",422,"S-M","1",10,9.86
"1058","0",5,"1","PUBLIC",8,8,430,"0","NEW","May","1",398,"S-M","0",10,9.3
"1059","0",0,"5","CHD",12,8,541,"1","EXISTING","May","1",1814,"S-M","1",10,10
"1060","0",7,"4","PUBLIC",12,6,579,"1","EXISTING","May","1",1131,"M-L","1",8.07,9.18
"1062","0",18,"10","PUBLIC",8,8,1058,"0","NEW","May","1",601,"L","1",9,9.28
"1063","0",25,"10","PUBLIC",8,8,965,"0","NEW","May","1",832,"L","1",6,8.03
"1064","0",48,"5","PUBLIC",8,8,405,"0","EXISTING","May","1",1805,"S-M","1",8,9
"1065","0",12,"4","PUBLIC",5,5,303,"0","NEW","May","1",1442,"S","1",10,9.37
"1068","0",51,"5","PUBLIC",9,8,310,"1","EXISTING","May","1",1875,"S","1",10,8
"1072","0",6,"5","PUBLIC",8,8,743,"0","EXISTING","May","1",489,"M-L","1",10,9.67
"1073","0",12,"10","PUBLIC",13,8,92,"0","EXISTING","May","1",1736,"S","1",9.16,9.07
"1074","0",19,"5","Catholic",13,8,250,"0","EXISTING","May","1",1698,"S","1",10,10
"1075","1",0,"4","PUBLIC",12,6,365,"0","NEW","May","0",1061,"S-M","0",8.1,8.385
"1076","1",0,"4","PUBLIC",12,6,560,"0","EXISTING","May","0",1513,"S-M","0",7.96,8.43
"1077","0",10,"5","Private non-Christian",9,12,700,"1","EXISTING","May","1",639,"M-L","1",10,10
"1078","0",31,"5","Private non-Christian",9,12,700,"1","EXISTING","May","1",1273,"M-L","1",10,10
"1080","0",17,"10","PUBLIC",13,8,586,"0","NEW","May","0",1300,"M-L","1",7,8.25
"1081","1",39,"10","PUBLIC",8,12,220,"1","EXISTING","May","1",1881,"S","0",8.84,8.94333333333333
"1082","0",6,"10","CHD",13,12,365,"0","EXISTING","May","1",470,"S-M","1",6,10
"1083","1",56,"7","CHD",1,7.96,694.76,"1","EXISTING","May","1",1393.25,"","1",9,7
"1084","0",12,"5","Private non-Christian",13,8,320,"0","EXISTING","May","1",835,"S","1",10,10
"1085","1",30,"4","PUBLIC",12,6,586,"0","EXISTING","May","0",1343,"M-L","0",10,9.68
"1086","0",14,"5","Catholic",13,8,261,"0","EXISTING","May","1",1504,"S","0",10,10
"1087","0",0,"1","PUBLIC",12,8,392,"0","EXISTING","May","1",1594,"S-M","1",10,10
"1088","0",0,"2","CHD",13,8,353,"1","EXISTING","May","1",1668,"S-M","1",10,10
"1090","0",22,"2","PUBLIC",8,8,400,"1","NEW","May","1",1762,"S-M","1",10,9.62
"1091","0",0,"5","Private non-Christian",13,12,1052,"0","EXISTING","May","1",1371,"L","1",8,7
"1093","1",25,"4","PUBLIC",12,6,484,"0","NEW","May","0",1453,"S-M","0",10,10
"1094","0",24,"5","CHD",12,8,261,"0","EXISTING","May","1",1743,"S","1",10,9
"1097","0",18,"10","PUBLIC",8,8,857,"0","NEW","May","1",1089,"L","0",10,9.36
"1099","0",38,"5","Private non-Christian",13,12,723,"1","EXISTING","May","1",1366,"M-L","1",10,8
"1101","0",19,"10","Private non-Christian",13,12,275,"0","EXISTING","May","1",1514,"S","1",9,8
"1102","0",18,"4","PUBLIC",12,5,640,"1","EXISTING","May","1",1649,"M-L","1",8,9.26
"1103","0",40,"10","Catholic",12,8,697,"1","EXISTING","May","1",1549,"M-L","1",10,9
"1104","0",34,"5","CHD",13,8,500,"1","EXISTING","May","1",1710,"S-M","1",9,8
"1105","0",27,"5","PUBLIC",8,8,620,"0","EXISTING","May","1",1776,"M-L","1",9,10
"1106","0",24,"1","Catholic",13,8,140,"0","EXISTING","May","0",1780,"S","1",9.25,9
"1109","0",25,"4","CHD",13,6,409,"0","EXISTING","May","0",1520,"S-M","0",10,10
"1110","0",27,"4","CHD",13,6,409,"0","EXISTING","May","1",1520,"S-M","0",10,10
"1111","0",47,"10","PUBLIC",9,12,500,"1","EXISTING","May","1",1738,"S-M","1",8.84,9.13
"1112","0",22,"5","Private non-Christian",12,7,365,"1","EXISTING","May","1",1534,"S-M","1",9.77,10
"1113","1",11,"2","CHD",13,8,200,"1","EXISTING","May","1",1640,"S","0",9.64,9
"1114","0",15,"5","PUBLIC",8,8,511,"0","EXISTING","May","0",965,"S-M","0",10,9
"1115","0",20,"8","PUBLIC",11,12,350,"0","EXISTING","May","0",1661,"S-M","1",10,9
"1118","0",7,"10","PUBLIC",12,8,635,"0","EXISTING","May","1",750,"M-L","0",10,7
"1119","0",19,"4","PUBLIC",12,5,640,"1","EXISTING","May","1",1777,"M-L","1",8,9.08
"1120","0",28,"4","Private non-Christian",13,6,280,"1","EXISTING","May","1",1788,"S","1",10,10
"1121","0",35,"5","CHD",12,8,270,"1","EXISTING","May","1",1829,"S","1",9.67,10
"1122","1",0,"1","PUBLIC",12,12,65,"0","EXISTING","May","0",1851,"S","0",9,9
"1124","0",10,"10","CHD",13,12,1000,"0","EXISTING","May","1",785,"L","0",9,10
"1125","0",17,"10","CHD",13,8,226,"0","EXISTING","May","1",1512,"S","1",10,10
"1126","0",10,"2","PUBLIC",12,8,450,"0","EXISTING","May","1",1535,"S-M","1",10,9.57
"1128","1",26,"10","PUBLIC",12,12,775,"0","EXISTING","May","0",913,"M-L","0",10,9.27
"1129","0",25,"4","PUBLIC",12,6,603,"1","EXISTING","May","1",1826,"M-L","1",7.98,9
"1131","0",6,"5","CHD",12,8,470,"1","EXISTING","May","1",813,"S-M","1",10,10
"1132","0",2,"5","CHD",13,8,300,"1","EXISTING","May","1",1084,"S","1",10,9.62
"1133","0",15,"11","Private non-Christian",12,8,165,"1","EXISTING","May","1",1735,"S","1",10,10
"1134","1",3,"11","CHD",13,8,165,"1","EXISTING","May","0",1571,"S","0",9.82,9.33
"1135","0",8,"5","CHD",13,8,465,"1","NEW","May","1",1028,"S-M","1",10,10
"1137","0",23,"5","CHD",13,8,400,"0","EXISTING","May","1",1631,"S-M","1",10,10
"1139","0",0,"7","PUBLIC",1,7.91,584.19,"1","EXISTING","May","1",578.95,"","1",9.74,10
"1140","0",0,"4","Private non-Christian",12,2,138,"1","EXISTING","May","1",1888,"S","1",8.15,9.29
"1144","0",59,"5","PUBLIC",8,8,589,"0","EXISTING","May","1",1843,"M-L","1",10,10
"1145","0",81,"5","CHD",7,8,460,"1","EXISTING","May","1",1897,"S-M","1",10,9
"1146","0",23,"10","PUBLIC",8,8,723,"0","EXISTING","May","1",1366,"M-L","1",9,9
"1147","0",24,"10","PUBLIC",8,8,1066,"0","EXISTING","May","1",799,"L","1",10,9.64
"1148","0",31,"10","PUBLIC",8,8,800,"1","EXISTING","May","1",1542,"M-L","1",9,8
"1150","0",16,"5","Catholic",13,8,350,"0","EXISTING","May","1",1698,"S-M","1",10,9.77
"1151","0",30,"5","Catholic",12,8,540,"0","EXISTING","May","1",1476,"S-M","1",9,10
"1152","0",14,"11","Catholic",12,8,172,"0","NEW","May","1",1733,"S","1",10,9.37
"1153","1",86,"5","PUBLIC",8,8,520,"0","EXISTING","May","0",1815,"S-M","0",8,8.43
"1155","0",31,"5","CHD",13,8,403,"1","EXISTING","May","1",1704,"S-M","1",10,10
"1156","0",2,"5","CHD",13,8,220,"0","EXISTING","May","1",440,"S","1",10,10
"1159","0",38,"10","PUBLIC",8,8,200,"0","EXISTING","May","1",1849,"S","1",9,9.26
"1160","0",34,"10","PUBLIC",8,8,500,"0","EXISTING","May","1",1860,"S-M","1",10,10
"1161","0",9,"10","Private non-Christian",13,8,150,"0","EXISTING","May","1",1717,"S","1",10,9.3
"1162","0",6,"10","CHD",9,12,222,"0","NEW","May","0",809,"S","1",10,9.02
"1163","0",21,"10","Catholic",13,8,642,"0","NEW","May","1",1234,"M-L","1",10,9.72333333333333
"1164","0",20,"5","PUBLIC",9,12,3600,"0","EXISTING","May","0",141,"L","1",9,7
"1165","0",40,"5","PUBLIC",8,8,1036,"0","EXISTING","May","1",1011,"L","1",10,8
"1167","0",16,"5","CHD",12,8,286,"1","EXISTING","May","1",1635,"S","1",10,4
"1168","0",5,"7","PUBLIC",1,7.83,565.35,"1","EXISTING","May","0",799.45,"","1",9.66,10
"1169","0",14,"10","Catholic",13,8,205,"0","NEW","May","1",1628,"S","1",10,9.09
"1171","0",35,"2","Catholic",13,8,903,"0","EXISTING","May","1",1350,"L","1",10,9
"1172","0",43,"5","CHD",13,8,650,"1","EXISTING","May","1",1705,"M-L","1",10,10
"1173","0",13,"5","Private non-Christian",13,8,236,"0","EXISTING","May","1",1489,"S","1",9.81,9.55
"1174","0",12,"1","CHD",12,8,70,"0","EXISTING","May","0",1792,"S","0",9.52,9.05
"1175","0",2,"5","CHD",13,12,510,"0","NEW","May","0",424,"S-M","0",6,7.4
"1177","1",16,"1","CHD",12,8,86,"0","EXISTING","May","0",1903,"S","0",8,8.45
"1178","0",19,"10","PUBLIC",8,8,577,"0","NEW","May","1",1699,"M-L","0",9.32,9.46
"1179","0",32,"5","Catholic",13,7,733,"0","EXISTING","May","0",1203,"M-L","1",10,10
"1180","0",31,"10","Private non-Christian",13,12,635,"0","EXISTING","May","1",1433,"M-L","1",10,7
"1181","0",14,"5","Private non-Christian",13,8,350,"0","EXISTING","May","0",1018,"S-M","1",9.47,10
"1182","0",16,"10","CHD",13,8,363,"0","EXISTING","May","1",1558,"S-M","1",10,10
"1183","0",1,"1","Private non-Christian",13,8,109,"0","EXISTING","May","1",1223,"S","1",10,9
"1185","0",7,"1","CHD",13,8,125,"0","EXISTING","May","0",1749,"S","0",10,8.49
"1186","1",0,"5","Private non-Christian",13,8,233,"1","NEW","May","1",1688,"S","0",9.53,10
"1188","0",4,"1","PUBLIC",8,8,1132,"0","NEW","May","1",71,"L","1",10,9.34
"1189","0",6,"1","Catholic",12,8,145,"0","EXISTING","May","1",1333,"S","1",10,9.68
"1190","0",0,"10","PUBLIC",12,8,330,"1","EXISTING","May","1",1381,"S","1",10,9.45
"1191","0",10,"5","Catholic",2,8,283,"0","NEW","May","1",1401,"S","1",9.9,9.65
"1192","0",13,"10","PUBLIC",12,8,633,"0","EXISTING","May","1",753,"M-L","1",10,9.47
"1193","0",59,"10","PUBLIC",8,8,662,"0","EXISTING","May","1",1757,"M-L","1",10,10
"1194","0",23,"10","PUBLIC",9,12,700,"1","EXISTING","May","1",1521,"M-L","0",9,8
"1195","1",1,"2","PUBLIC",13,12,245,"0","NEW","May","0",1269,"S","0",10,8.94
"1196","0",0,"10","PUBLIC",7,8,790,"0","EXISTING","May","1",1744,"M-L","1",10,10
"1197","0",14,"5","Private non-Christian",13,8,314,"0","EXISTING","May","1",1215,"S","1",10,10
"1198","0",16,"4","Private non-Christian",13,7,225,"1","EXISTING","May","1",1657,"S","1",9.79,9.54
"1199","0",0,"5","CHD",12,12,1400,"0","NEW","May","1",727,"L","0",7.27,8.06
"1201","0",5,"10","Private non-Christian",13,8,200,"0","NEW","May","1",1232,"S","0",9.95,9.78
"1202","0",42,"10","PUBLIC",7,8,365,"0","NEW","May","1",1771,"S-M","1",10,9.77
"1203","0",21,"5","Private non-Christian",13,8,378,"1","EXISTING","May","1",1464,"S-M","1",9,10
"1204","0",0,"5","CHD",13,8,350,"1","EXISTING","May","1",1455,"S-M","1",10,9.63
"1205","0",0,"2","PUBLIC",8,8,650,"0","EXISTING","May","1",1896,"M-L","0",9,10
"1206","0",26,"10","PUBLIC",8,8,365,"0","NEW","May","0",1786,"S-M","0",10,9.78
"1207","0",67,"5","PUBLIC",9,8,650,"1","EXISTING","May","1",1729,"M-L","0",10,10
"1209","0",47,"5","PUBLIC",7,8,460,"0","NEW","May","1",1730,"S-M","1",10,9.86
"1210","0",37,"10","PUBLIC",8,8,850,"0","EXISTING","May","1",1422,"L","1",4,8
"1212","0",38,"10","PUBLIC",9,8,366,"0","EXISTING","May","1",1797,"S-M","1",10,10
"1213","1",33,"10","PUBLIC",9,12,260,"0","EXISTING","May","0",1901,"S","0",8,9.14
"1214","0",23,"2","CHD",13,12,200,"0","NEW","May","1",1799,"S","0",10,9.33
"1215","0",0,"10","PUBLIC",9,8,500,"0","EXISTING","May","0",942,"S-M","1",9.92,10
"1216","0",18,"4","PUBLIC",12,5,333,"0","NEW","May","1",1611,"S","1",9,8.07
"1217","0",55,"10","PUBLIC",8,8,864,"0","NEW","May","1",1502,"L","0",10,9.34
"1218","0",14,"4","Catholic",13,5,243,"0","EXISTING","May","1",1774,"S","1",9.7,9.75
"1219","0",50,"5","CHD",13,12,798,"1","EXISTING","May","1",1352,"M-L","1",10,10
"1220","0",50,"5","Private non-Christian",12,8,575,"0","EXISTING","May","1",1659,"S-M","1",10,10
"1221","0",44,"4","PUBLIC",12,6,670,"1","EXISTING","May","1",1737,"M-L","1",8.49,9
"1222","0",6,"4","CHD",13,6,70,"0","NEW","May","1",1673,"S","1",10,8
"1223","0",4,"5","PUBLIC",12,8,855,"1","EXISTING","May","1",673,"L","1",10,9.24
"1224","0",6,"11","CHD",12,8,170,"1","EXISTING","May","1",1338,"S","1",10,9
"1225","0",0,"5","PUBLIC",8,8,1096,"0","NEW","May","1",1839,"L","1",8.1725,8.54
"1226","0",20,"10","CHD",12,8,325,"1","EXISTING","May","0",1495,"S","1",10,8
"1227","0",22,"7","PUBLIC",1,7.93,655.31,"0","EXISTING","May","1",1184.67,"","1",10,10
"1228","1",2,"10","PUBLIC",13,8,350,"0","EXISTING","May","0",1566,"S-M","0",10,9.2
"1229","0",10,"10","PUBLIC",6,8,106,"0","NEW","May","0",1770,"S","0",6,7.88
"1230","0",34,"5","PUBLIC",8,8,700,"0","EXISTING","May","1",1818,"M-L","0",9.11,9.27
"1231","0",8,"1","PUBLIC",7,8,725,"0","EXISTING","May","1",431,"M-L","1",9.63,9.43
"1232","0",42,"5","CHD",12,8,541,"1","EXISTING","May","1",1689,"S-M","1",10,10
"1233","0",31,"5","CHD",12,8,430,"0","EXISTING","May","1",1733,"S-M","1",10,9.74
"1236","1",20,"10","PUBLIC",8,8,503,"0","EXISTING","May","0",1055,"S-M","0",10,9.87
"1238","0",23,"5","PUBLIC",8,8,1494,"0","EXISTING","May","1",517,"L","1",7,9.34
"1239","0",29,"5","PUBLIC",9,8,800,"0","EXISTING","May","1",1099,"M-L","1",9.41,9.22
"1241","0",22,"4","PUBLIC",12,5,826,"1","EXISTING","May","1",1129,"L","1",9.75,9.72
"1242","0",12,"4","PUBLIC",13,5,450,"0","NEW","May","1",952,"S-M","0",10,8.51
"1243","1",21,"4","PUBLIC",12,5,722,"0","EXISTING","May","0",950,"M-L","0",8.87,9.39
"1244","0",5,"4","PUBLIC",12,6,723,"0","NEW","May","1",434,"M-L","0",10,9.38
"1245","0",20,"4","PUBLIC",12,5,800,"0","EXISTING","May","1",814,"M-L","1",10,9.76
"1246","0",25,"10","PUBLIC",8,8,1027,"0","EXISTING","May","1",695,"L","1",10,10
"1247","0",21,"10","PUBLIC",8,8,847,"0","EXISTING","May","1",840,"L","1",9.85,10
"1248","0",20,"5","Catholic",13,8,450,"0","EXISTING","May","1",1354,"S-M","1",10,10
"1249","0",13,"7","CHD",1,7.97,548.1,"0","NEW","May","0",1001.29,"","1",9.73,9.17
"1250","0",13,"5","CHD",12,8,260,"0","EXISTING","May","1",1530,"S","1",10,10
"1252","0",67,"5","CHD",13,12,1200,"1","EXISTING","May","1",1505,"L","1",9.12,10
"1254","0",20,"5","Private non-Christian",12,12,570,"0","NEW","May","0",1259,"S-M","1",10,10
"1255","0",5,"10","PUBLIC",12,8,1424,"0","EXISTING","May","1",63,"L","1",10,9.49
"1256","0",41,"7","PUBLIC",1,8.02,694.67,"0","EXISTING","May","1",1343.16,"","1",10,9.70166666666667
"1257","0",6,"1","CHD",13,8,52,"0","NEW","May","0",1803,"S","0",9.45,10
"1258","0",22,"10","PUBLIC",7,8,809,"0","EXISTING","May","1",829,"M-L","1",9,10
"1259","0",0,"10","PUBLIC",9,12,150,"0","EXISTING","May","1",1365,"S","1",8,9
"1260","0",67,"4","PUBLIC",12,6,410,"1","EXISTING","May","1",1844,"S-M","1",10,4
"1261","0",0,"10","PUBLIC",8,8,754,"0","EXISTING","May","0",627,"M-L","1",8.21,7.94
"1262","0",5,"7","CHD",1,7.93,623.36,"0","NEW","May","0",1152.95,"","0",9,8.26
"1263","0",7,"10","Catholic",13,8,374,"0","EXISTING","May","1",1152,"S-M","1",10,9.77
"1265","0",15,"10","PUBLIC",8,8,423,"0","EXISTING","May","1",992,"S-M","1",10,9.7
"1266","1",15,"10","PUBLIC",8,8,945,"0","NEW","May","0",510,"L","0",8.1,8
"1267","0",8,"10","PUBLIC",9,9,550,"0","EXISTING","May","1",348,"S-M","1",9.54,9.32
"1268","0",2,"4","PUBLIC",12,6,557,"1","EXISTING","May","1",75,"S-M","1",10,9.57
"1269","0",55,"5","CHD",13,12,1026,"0","EXISTING","May","1",1225,"L","1",10,9
"1270","0",10,"5","Private non-Christian",12,8,255,"0","EXISTING","May","1",1606,"S","1",8,10
"1271","0",8,"10","PUBLIC",8,8,966,"0","NEW","May","0",161,"L","1",10,8.99
"1272","0",13,"5","Catholic",12,8,505,"1","EXISTING","May","0",934,"S-M","1",9,8
"1273","0",4,"1","Private non-Christian",12,8,120,"0","EXISTING","May","1",896,"S","0",9.76,9.64
"1275","0",10,"7","PUBLIC",1,7.93,634.92,"0","EXISTING","May","0",956.78,"","1",10,8
"1276","0",10,"7","PUBLIC",1,8.39,631.61,"0","EXISTING","May","0",891.01,"","1",9.19,9.03
"1277","0",4,"5","PUBLIC",9,8,1225,"0","NEW","May","0",103,"L","1",8.15,7.75
"1278","0",0,"4","PUBLIC",12,6,552,"0","NEW","May","0",971,"S-M","1",8.01,7.73
"1279","0",13,"4","PUBLIC",7,6,350,"0","EXISTING","May","1",1051,"S-M","1",9.07,9.37
"1281","0",9,"10","PUBLIC",13,8,603,"0","NEW","May","1",926,"M-L","1",5,8.02
"1282","1",9,"10","PUBLIC",12,12,325,"0","EXISTING","May","0",981,"S","0",10,9.62
"1284","0",36,"4","PUBLIC",12,5,264,"1","EXISTING","May","1",1832,"S","1",9.17,9.3
"1285","0",20,"10","PUBLIC",8,8,886,"0","NEW","May","1",876,"L","1",9.85,9.88
"1286","0",0,"5","PUBLIC",8,8,737,"0","EXISTING","May","0",1878,"M-L","1",8,8.89
"1289","0",72,"5","PUBLIC",8,8,519,"0","EXISTING","May","1",1886,"S-M","1",10,9
"1292","0",47,"2","Catholic",12,8,471,"0","EXISTING","May","1",1763,"S-M","1",10,10
"1295","0",24,"10","PUBLIC",8,8,592,"0","EXISTING","May","1",1174,"M-L","1",9.86,10
"1296","0",8,"10","PUBLIC",9,8,386,"0","EXISTING","May","1",895,"S-M","1",9.31,9.41
"1297","0",3,"10","PUBLIC",12,8,732,"0","NEW","May","1",44,"M-L","0",10,10
"1298","1",10,"10","PUBLIC",7,8,122,"0","EXISTING","May","0",1797,"S","0",9,9
"1299","0",43,"10","PUBLIC",8,8,728,"0","EXISTING","May","1",1443,"M-L","1",9,9.39
"1301","0",12,"5","PUBLIC",8,8,1174,"0","EXISTING","May","1",602,"L","1",9.09,7
"1302","0",30,"5","CHD",13,8,400,"0","EXISTING","May","1",1658,"S-M","1",10,10
"1304","0",7,"4","PUBLIC",12,5,693,"0","NEW","May","0",346,"M-L","0",10,9.15
"1305","0",13,"4","PUBLIC",12,6,830,"1","EXISTING","May","1",645,"L","0",9.23,9.38
"1306","0",2,"5","PUBLIC",12,7,670,"1","EXISTING","May","1",897,"M-L","1",9.82,9.21
"1307","0",7,"10","PUBLIC",8,8,181,"0","EXISTING","May","1",946,"S","1",9,9.18
"1308","0",8,"10","PUBLIC",13,8,615,"0","EXISTING","May","1",804,"M-L","1",10,10
"1309","1",27,"10","PUBLIC",9,12,400,"0","EXISTING","May","0",1640,"S-M","0",9.35,9.41
"1310","0",20,"10","PUBLIC",13,8,586,"0","NEW","May","1",1142,"M-L","1",7,8.26
"1311","0",13,"5","PUBLIC",12,8,700,"0","EXISTING","May","1",639,"M-L","0",10,9.1
"1312","0",54,"10","PUBLIC",8,8,594,"0","EXISTING","May","1",1748,"M-L","1",10,10
"1313","0",35,"10","PUBLIC",8,8,441,"1","EXISTING","May","1",1641,"S-M","1",10,10
"1314","0",23,"10","PUBLIC",8,8,797,"0","NEW","May","1",1473,"M-L","0",9.51,9.38
"1315","1",15,"10","PUBLIC",7,8,220,"0","EXISTING","May","0",1605,"S","0",10,9.57
"1317","0",0,"5","PUBLIC",8,8,627,"0","EXISTING","May","1",1685,"M-L","1",10,10
"1318","0",0,"10","PUBLIC",9,12,115,"0","NEW","May","0",1648,"S","0",10,9
"1319","0",34,"10","PUBLIC",9,8,1700,"0","EXISTING","May","1",708,"L","1",10,9
"1320","0",0,"5","Private non-Christian",13,8,320,"1","EXISTING","May","1",1550,"S","1",9,8
"1322","0",14,"4","PUBLIC",12,5,272,"1","EXISTING","May","1",1709,"S","1",9,10
"1323","1",18,"7","PUBLIC",1,7.69,601.15,"1","EXISTING","May","0",1066.3,"","0",10,9.57
"1324","0",13,"2","PUBLIC",8,9,413,"0","NEW","May","0",1607,"S-M","1",10,9.25
"1325","0",1,"8","PUBLIC",11,12,1558,"0","NEW","May","0",25,"L","0",10,9.33
"1327","0",11,"10","PUBLIC",12,8,1203,"0","EXISTING","May","1",361,"L","0",9.48,8
"1328","0",37,"2","PUBLIC",8,8,863,"0","NEW","May","1",1216,"L","1",9.18,9.18
"1329","0",62,"10","PUBLIC",7,8,790,"0","NEW","May","1",1551,"M-L","1",9,8
"1330","0",57,"10","PUBLIC",8,8,942,"0","EXISTING","May","1",1523,"L","1",9.13,8.96
"1331","0",43,"10","PUBLIC",8,8,330,"0","NEW","May","1",1867,"S","1",9,9.07
"1332","0",31,"5","PUBLIC",8,8,1149,"0","EXISTING","May","1",780,"L","1",10,9.61
"1334","0",35,"5","PUBLIC",9,8,642,"0","EXISTING","May","0",1625,"M-L","1",10,10
"1335","0",13,"5","PUBLIC",8,8,280,"0","EXISTING","May","1",1360,"S","0",10,10
"1336","0",0,"1","PUBLIC",6,8,372,"0","NEW","May","0",1618,"S-M","1",9,8.285
"1337","0",9,"10","PUBLIC",8,8,1168,"0","EXISTING","May","1",299,"L","0",9.65,9.38
"1338","0",48,"5","PUBLIC",8,8,550,"0","EXISTING","May","1",1660,"S-M","1",10,9.7
"1339","0",17,"10","PUBLIC",8,8,547,"0","EXISTING","May","1",1196,"S-M","1",10,10
"1340","0",8,"4","PUBLIC",12,5,650,"0","EXISTING","May","0",518,"M-L","1",10,10
"1341","0",13,"2","Catholic",13,8,271,"0","NEW","May","1",1275,"S","1",7,9.14
"1342","0",4,"8","PUBLIC",11,12,750,"0","NEW","May","0",74,"M-L","0",10,9.17
"1344","0",4,"5","Catholic",12,8,515,"0","EXISTING","May","0",515,"S-M","1",8,8.93
"1345","0",12,"10","PUBLIC",9,12,220,"0","NEW","May","0",1715,"S","0",9,8.815
"1346","0",9,"7","CHD",1,7.79,531.34,"0","NEW","May","0",941.79,"","0",9,8.44
"1347","0",33,"5","PUBLIC",8,8,522,"0","EXISTING","May","0",1526,"S-M","1",10,9.37
"1348","0",1,"5","PUBLIC",9,8,385,"0","EXISTING","May","0",142,"S-M","1",10,10
"1349","0",4,"5","PUBLIC",9,8,879,"0","EXISTING","May","1",81,"L","1",10,9.14
"1351","1",11,"10","PUBLIC",8,8,301,"0","EXISTING","May","1",1082,"S","1",9,10
"1352","0",4,"10","PUBLIC",8,8,400,"0","NEW","May","0",362,"S-M","0",9.96,9.56
"1353","0",17,"10","PUBLIC",9,8,416,"0","EXISTING","May","1",1272,"S-M","1",10,8.99
"1354","0",3,"9","PUBLIC",13,8,269,"0","EXISTING","May","0",757,"S","0",10,9.28
"1355","0",7,"10","PUBLIC",8,8,450,"0","EXISTING","May","1",429,"S-M","0",10,9.62333333333333
"1356","0",18,"10","PUBLIC",8,8,350,"0","NEW","May","0",1365,"S-M","1",10,9.62
"1357","0",4,"1","PUBLIC",8,8,553,"0","EXISTING","May","1",244,"S-M","1",9.82,9.34
"1359","0",13,"10","PUBLIC",8,8,1000,"0","EXISTING","May","0",465,"L","1",10,9.56
"1360","0",12,"5","PUBLIC",9,8,170,"0","NEW","May","0",1590,"S","0",9.2,9.27
"1361","0",32,"10","PUBLIC",9,8,146,"0","NEW","May","0",1883,"S","1",8.09,8.66
"1362","0",7,"8","PUBLIC",11,12,977,"0","NEW","May","0",190,"L","0",10,9.55
"1365","0",59,"10","PUBLIC",9,8,971,"0","EXISTING","May","0",1385,"L","1",9,8
"1367","0",0,"8","PUBLIC",11,12,320,"0","NEW","May","1",711,"S","0",10,8.99
"1368","0",28,"9","PUBLIC",9,8,1000,"0","EXISTING","May","1",886,"L","1",10,8
"1370","0",51,"5","Catholic",12,8,660,"0","EXISTING","May","1",1632,"M-L","1",10,10
"1371","0",20,"10","PUBLIC",7,8,363,"0","EXISTING","May","1",1170,"S-M","1",9.89,10
"1372","1",14,"10","PUBLIC",8,8,921,"0","NEW","May","0",546,"L","0",9.87,9.74
"1373","0",18,"10","PUBLIC",10,8,320,"0","NEW","May","1",1235,"S","1",10,9.75
"1374","1",19,"10","PUBLIC",9,8,850,"0","NEW","May","0",611,"L","1",8,9.44
"1375","0",8,"10","PUBLIC",8,8,365,"0","EXISTING","May","1",744,"S-M","0",9.88,10
"1377","1",24,"5","PUBLIC",12,12,500,"0","EXISTING","May","0",1241,"S-M","0",10,9.35
"1378","0",4,"8","PUBLIC",11,12,175,"0","NEW","May","0",769,"S","0",10,10
"1380","0",8,"5","Catholic",12,8,265,"0","NEW","May","0",970,"S","0",10,9.77
"1381","0",27,"5","CHD",9,12,707.49,"0","EXISTING","May","1",1053.95,"","0",10,10
"1382","0",41,"10","PUBLIC",8,8,625,"0","EXISTING","May","1",1767,"M-L","1",10,10
"1383","1",6,"1","PUBLIC",12,12,215,"0","EXISTING","May","0",1711,"S","0",9.64,9.29
"1384","0",14,"10","Private non-Christian",13,8,163,"0","NEW","May","1",1694,"S","1",7,8.5
"1385","0",32,"5","PUBLIC",8,8,710,"0","EXISTING","May","0",1168,"M-L","1",8,8
"1386","1",19,"5","PUBLIC",8,8,315,"0","EXISTING","May","0",1313,"S","0",10,9.76
"1387","0",16,"5","PUBLIC",8,8,330,"0","NEW","May","0",1485,"S","1",10,9.53
"1388","0",8,"1","Private non-Christian",13,8,110,"0","NEW","May","0",1667,"S","0",10,9.25
